mês de desembaraço;código ua local de despacho;nome ua local de despacho;quantidade de declaração de exportação;quantidade de empresa exportadora;quantidade de declaração de importação;quantidade de empresa importadora
201704;250100;DRF - Porto Velho;8 ;3 ;2 ;1 
201704;250151;IRF - Guajará-Mirim;60 ;13 ;;
201704;260100;DRF - Boa Vista;2 ;1 ;7 ;3 
201704;260151;IRF - Pacaraima;2 ;1 ;3 ;3 
201704;260152;IRF - Bonfim;3 ;1 ;5 ;2 
201704;317600;ALF - Porto de Fortaleza (CE);161 ;45 ;163 ;70 
201704;317700;ALF - Aerop. Intern. Pinto Martins (CE);112 ;31 ;397 ;110 
201704;317800;ALF - Porto de Pecém;446 ;74 ;738 ;159 
201704;320100;DRF - São Luís;1 ;1 ;;
201704;327600;ALF - Porto de São Luís (MA);144 ;13 ;263 ;36 
201704;330100;DRF - Teresina;;;5 ;3 
201704;410251;IRF - Petrolina;46 ;10 ;;
201704;415100;IRF - Recife;7 ;6 ;184 ;43 
201704;417700;ALF - Aerop. Intern. dos Guararapes (PE);150 ;26 ;562 ;128 
201704;417800;ALF - Porto de Suape (PE);449 ;59 ;1.764 ;314 
201704;420152;IRF - Parnamirim;149 ;19 ;60 ;26 
201704;420154;IRF - Natal;680 ;64 ;24 ;12 
201704;420252;IRF - Areia Branca;1 ;1 ;;
201704;430151;IRF - Cabedelo;4 ;4 ;38 ;16 
201704;440151;IRF - Maceió;4 ;3 ;5 ;3 
201704;510551;IRF - Porto Seguro;3 ;1 ;;
201704;510552;IRF - Ilhéus;1 ;1 ;3 ;3 
201704;517600;ALF - Porto de Salvador (BA);1.039 ;130 ;1.738 ;272 
201704;517602;IRF - Aratu-Candeias;8 ;4 ;;
201704;517700;ALF - Aerop. Int. L. E. Magalhães (BA);153 ;33 ;498 ;151 
201704;520100;DRF - Aracaju;;;2 ;1 
201704;610300;DRF - Governador Valadares;10 ;10 ;;
201704;610400;DRF - Juiz de Fora;;;111 ;22 
201704;610500;DRF - Uberaba;;;418 ;33 
201704;610600;DRF - Varginha;1 ;1 ;658 ;89 
201704;610900;DRF - Uberlândia;;;122 ;12 
201704;611200;DRF - Poços de Caldas;225 ;1 ;;
201704;615100;IRF - Belo Horizonte;388 ;94 ;3.275 ;640 
201704;710200;DRF - Niterói;8 ;5 ;309 ;19 
201704;710300;DRF - Nova Iguaçu;;;372 ;72 
201704;710400;DRF - Campos dos Goytacazes;7 ;4 ;7 ;4 
201704;710500;DRF - Volta Redonda;52 ;2 ;797 ;67 
201704;711000;DRF - Macaé;;;120 ;9 
201704;715500;IRF - Macaé;;;1 ;1 
201704;717600;ALF - Porto do Rio de Janeiro (RJ);1.468 ;208 ;4.036 ;697 
201704;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.159 ;182 ;6.418 ;845 
201704;717800;ALF - Porto de Itaguaí (RJ);418 ;76 ;1.152 ;242 
201704;727600;ALF - Porto de Vitória (ES);2.016 ;171 ;2.292 ;312 
201704;810300;DRF - Bauru;18 ;11 ;43 ;19 
201704;810700;DRF - São José do Rio Preto;1 ;1 ;54 ;14 
201704;810800;DRF - Taubaté;113 ;5 ;206 ;24 
201704;811000;DRF - Sorocaba;30 ;5 ;1.123 ;89 
201704;811200;DRF - Limeira;;;6 ;2 
201704;812000;DRF - São José dos Campos;57 ;7 ;790 ;82 
201704;812051;IRF - São Sebastião;33 ;12 ;32 ;6 
201704;812400;DRF - Jundiaí;;;868 ;3 
201704;812500;DRF - Piracicaba;;;92 ;7 
201704;817600;ALF - Aerop. Internac. de São Paulo (SP);6.391 ;998 ;21.694 ;3.691 
201704;817700;ALF - Aerop. Internac. de Viracopos (SP);3.057 ;468 ;24.912 ;2.904 
201704;817800;ALF - Porto de Santos (SP);10.034 ;1.017 ;31.651 ;4.712 
201704;817900;ALF - São Paulo;429 ;98 ;7.669 ;1.205 
201704;910200;DRF - Londrina;2 ;1 ;5 ;3 
201704;910300;DRF - Cascavel;2 ;2 ;44 ;19 
201704;910500;DRF - Maringá;2 ;1 ;83 ;30 
201704;910600;DRF - Foz do Iguaçu;380 ;74 ;2.563 ;480 
201704;910651;IRF - Guaíra;4 ;2 ;36 ;18 
201704;910652;IRF - Santa Helena;2 ;1 ;14 ;7 
201704;915200;IRF - Curitiba;815 ;135 ;4.288 ;807 
201704;917800;ALF - Porto de Paranaguá;2.169 ;226 ;6.595 ;1.028 
201704;920200;DRF - Joinville;1 ;1 ;976 ;158 
201704;920351;IRF - Dionísio Cerqueira;27 ;8 ;494 ;74 
201704;925200;IRF - Florianópolis;13 ;2 ;485 ;104 
201704;925251;IRF - Imbituba;35 ;12 ;36 ;11 
201704;927700;ALF - Porto de São Francisco do Sul (SC);1.503 ;192 ;2.902 ;489 
201704;927800;ALF - Porto de Itajaí;3.512 ;427 ;9.433 ;1.118 
201704;1010252;IRF - Jaguarão;6 ;4 ;437 ;89 
201704;1010253;IRF - Bagé;4 ;3 ;12 ;5 
201704;1010600;DRF - Caxias do Sul;12 ;7 ;560 ;217 
201704;1010700;DRF - Novo Hamburgo;256 ;148 ;676 ;173 
201704;1010851;IRF - Porto Mauá;78 ;1 ;;
201704;1010852;IRF - Porto Xavier;7 ;2 ;202 ;24 
201704;1010900;DRF - Uruguaiana;2.535 ;246 ;2.306 ;478 
201704;1010951;IRF - Itaqui;;;36 ;15 
201704;1010953;IRF - São Borja;1.214 ;57 ;1.476 ;156 
201704;1010955;IRF - Quaraí;2 ;2 ;9 ;5 
201704;1015400;IRF - Porto Alegre;801 ;198 ;506 ;201 
201704;1015500;IRF - Chuí;323 ;33 ;378 ;104 
201704;1015600;IRF - Santana do Livramento;95 ;42 ;60 ;30 
201704;1017600;ALF - Aerop. Intern. Salgado Filho (RS);722 ;204 ;1.794 ;501 
201704;1017700;ALF - Porto do Rio Grande;2.971 ;324 ;2.226 ;417 
201705;117600;ALF - Aerop. Intern. J. Kubitschek (DF);32 ;8 ;382 ;81 
201705;120100;DRF - Goiânia;3 ;3 ;239 ;62 
201705;120200;DRF - Anápolis;;;463 ;29 
201705;130100;DRF - Cuiabá;18 ;2 ;73 ;28 
201705;130151;IRF - Cáceres;;;11 ;6 
201705;140100;DRF - Campo Grande;1 ;1 ;18 ;10 
201705;145100;IRF - Mundo Novo;12 ;1 ;22 ;4 
201705;145200;IRF - Corumbá;327 ;119 ;72 ;32 
201705;145300;IRF - Ponta Porã;6 ;4 ;78 ;18 
201705;210200;DRF - Santarém;28 ;4 ;;
201705;217600;ALF - Porto de Belém (PA);184 ;10 ;10 ;4 
201705;217602;IRF - Barcarena;463 ;92 ;122 ;48 
201705;217700;ALF - Aeroporto Internac. de Belém (PA);91 ;19 ;106 ;28 
201705;227600;ALF - Porto de Manaus (AM);275 ;31 ;5.181 ;323 
201705;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);175 ;34 ;6.784 ;255 
201705;230151;IRF - Brasiléia;28 ;2 ;7 ;4 
201705;230154;IRF - Assis Brasil;75 ;4 ;2 ;2 
201705;240100;DRF - Macapá;1 ;1 ;5 ;3 
201705;240152;IRF - Santana;9 ;5 ;19 ;7 
201705;250100;DRF - Porto Velho;2 ;2 ;;
201705;250151;IRF - Guajará-Mirim;99 ;14 ;;
201705;260100;DRF - Boa Vista;1 ;1 ;17 ;7 
201705;260151;IRF - Pacaraima;21 ;3 ;4 ;3 
201705;260152;IRF - Bonfim;3 ;1 ;6 ;2 
201705;317600;ALF - Porto de Fortaleza (CE);207 ;44 ;174 ;80 
201705;317700;ALF - Aerop. Intern. Pinto Martins (CE);137 ;32 ;454 ;121 
201705;317800;ALF - Porto de Pecém;541 ;67 ;863 ;171 
201705;327600;ALF - Porto de São Luís (MA);180 ;16 ;163 ;34 
201705;330100;DRF - Teresina;;;6 ;4 
201705;410251;IRF - Petrolina;41 ;8 ;;
201705;415100;IRF - Recife;11 ;10 ;281 ;61 
201705;417700;ALF - Aerop. Intern. dos Guararapes (PE);132 ;22 ;768 ;140 
201705;417800;ALF - Porto de Suape (PE);496 ;61 ;1.793 ;317 
201705;420152;IRF - Parnamirim;132 ;26 ;55 ;23 
201705;420154;IRF - Natal;353 ;53 ;24 ;14 
201705;420252;IRF - Areia Branca;1 ;1 ;;
201705;430151;IRF - Cabedelo;;;56 ;20 
201705;440151;IRF - Maceió;2 ;2 ;2 ;2 
201705;510551;IRF - Porto Seguro;3 ;1 ;;
201705;510552;IRF - Ilhéus;2 ;1 ;7 ;3 
201705;517600;ALF - Porto de Salvador (BA);1.212 ;137 ;1.990 ;305 
201705;517602;IRF - Aratu-Candeias;13 ;4 ;;
201705;517700;ALF - Aerop. Int. L. E. Magalhães (BA);108 ;25 ;661 ;160 
201705;520100;DRF - Aracaju;;;6 ;2 
201705;610300;DRF - Governador Valadares;10 ;6 ;;
201705;610400;DRF - Juiz de Fora;1 ;1 ;129 ;25 
201705;610500;DRF - Uberaba;7 ;2 ;475 ;25 
201705;610600;DRF - Varginha;;;825 ;103 
201705;610900;DRF - Uberlândia;;;160 ;21 
201705;611200;DRF - Poços de Caldas;290 ;1 ;;
201705;615100;IRF - Belo Horizonte;493 ;101 ;3.734 ;641 
201705;710200;DRF - Niterói;6 ;5 ;286 ;19 
201705;710300;DRF - Nova Iguaçu;2 ;2 ;443 ;76 
201705;710400;DRF - Campos dos Goytacazes;6 ;4 ;6 ;1 
201705;710500;DRF - Volta Redonda;74 ;4 ;952 ;73 
201705;711000;DRF - Macaé;3 ;1 ;105 ;10 
201705;717600;ALF - Porto do Rio de Janeiro (RJ);1.802 ;225 ;4.588 ;765 
201705;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.222 ;186 ;7.530 ;874 
201705;717800;ALF - Porto de Itaguaí (RJ);477 ;83 ;1.672 ;277 
201705;727600;ALF - Porto de Vitória (ES);2.743 ;180 ;2.974 ;338 
201705;810300;DRF - Bauru;9 ;4 ;66 ;25 
201705;810700;DRF - São José do Rio Preto;1 ;1 ;43 ;14 
201705;810800;DRF - Taubaté;129 ;5 ;254 ;35 
201705;810900;DRF - Ribeirão Preto;;;1 ;1 
201705;811000;DRF - Sorocaba;47 ;6 ;1.153 ;101 
201705;811200;DRF - Limeira;1 ;1 ;4 ;1 
201705;812000;DRF - São José dos Campos;77 ;6 ;748 ;97 
201705;812051;IRF - São Sebastião;40 ;15 ;24 ;9 
201705;812400;DRF - Jundiaí;;;1.155 ;4 
201705;812500;DRF - Piracicaba;;;90 ;5 
201705;817600;ALF - Aerop. Internac. de São Paulo (SP);7.233 ;1.082 ;26.977 ;4.065 
201705;817700;ALF - Aerop. Internac. de Viracopos (SP);3.519 ;542 ;29.347 ;3.210 
201705;817800;ALF - Porto de Santos (SP);11.981 ;1.107 ;35.940 ;5.218 
201705;817900;ALF - São Paulo;472 ;105 ;8.842 ;1.241 
201705;910200;DRF - Londrina;3 ;1 ;8 ;7 
201705;910300;DRF - Cascavel;1 ;1 ;43 ;19 
201705;910500;DRF - Maringá;7 ;2 ;65 ;18 
201705;910600;DRF - Foz do Iguaçu;364 ;70 ;3.153 ;487 
201705;910651;IRF - Guaíra;3 ;2 ;28 ;10 
201705;910652;IRF - Santa Helena;2 ;1 ;13 ;4 
201705;915200;IRF - Curitiba;958 ;155 ;4.826 ;863 
201705;917800;ALF - Porto de Paranaguá;2.512 ;234 ;7.497 ;1.103 
201705;920200;DRF - Joinville;;;1.173 ;180 
201705;920351;IRF - Dionísio Cerqueira;80 ;10 ;532 ;65 
201705;920400;DRF - Blumenau;;;1 ;1 
201705;925200;IRF - Florianópolis;14 ;4 ;645 ;104 
201705;925251;IRF - Imbituba;49 ;17 ;42 ;14 
201705;927700;ALF - Porto de São Francisco do Sul (SC);1.865 ;230 ;3.254 ;521 
201705;927800;ALF - Porto de Itajaí;3.650 ;442 ;9.356 ;1.083 
201705;1010200;DRF - Pelotas;;;2 ;1 
201705;1010252;IRF - Jaguarão;6 ;4 ;457 ;112 
201705;1010253;IRF - Bagé;2 ;2 ;22 ;8 
201705;1010600;DRF - Caxias do Sul;12 ;5 ;671 ;230 
201705;1010700;DRF - Novo Hamburgo;325 ;154 ;871 ;194 
201705;1010851;IRF - Porto Mauá;76 ;2 ;;
201705;1010852;IRF - Porto Xavier;12 ;3 ;316 ;34 
201705;1010900;DRF - Uruguaiana;3.145 ;275 ;2.717 ;496 
201705;1010951;IRF - Itaqui;;;31 ;13 
201705;1010953;IRF - São Borja;1.435 ;57 ;1.557 ;165 
201705;1010955;IRF - Quaraí;3 ;2 ;23 ;9 
201705;1015400;IRF - Porto Alegre;895 ;203 ;548 ;209 
201705;1015500;IRF - Chuí;475 ;45 ;397 ;99 
201705;1015600;IRF - Santana do Livramento;163 ;45 ;102 ;37 
201705;1017600;ALF - Aerop. Intern. Salgado Filho (RS);832 ;237 ;1.768 ;525 
201705;1017700;ALF - Porto do Rio Grande;3.526 ;362 ;2.883 ;485 
201706;117600;ALF - Aerop. Intern. J. Kubitschek (DF);31 ;10 ;377 ;85 
201706;120100;DRF - Goiânia;6 ;4 ;216 ;65 
201706;120200;DRF - Anápolis;;;511 ;32 
201706;130100;DRF - Cuiabá;18 ;1 ;52 ;22 
201706;130151;IRF - Cáceres;1 ;;13 ;8 
201706;140100;DRF - Campo Grande;2 ;1 ;13 ;7 
201706;145100;IRF - Mundo Novo;20 ;1 ;11 ;4 
201706;145200;IRF - Corumbá;296 ;115 ;81 ;31 
201706;145300;IRF - Ponta Porã;3 ;3 ;71 ;13 
201706;210200;DRF - Santarém;24 ;4 ;3 ;2 
201706;217600;ALF - Porto de Belém (PA);57 ;10 ;17 ;5 
201706;217602;IRF - Barcarena;390 ;89 ;135 ;50 
201706;217700;ALF - Aeroporto Internac. de Belém (PA);130 ;21 ;96 ;31 
201706;227600;ALF - Porto de Manaus (AM);294 ;32 ;5.287 ;334 
201706;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);171 ;26 ;6.256 ;268 
201706;230151;IRF - Brasiléia;21 ;3 ;1 ;1 
201706;230154;IRF - Assis Brasil;37 ;4 ;;
201706;240100;DRF - Macapá;11 ;2 ;4 ;4 
201706;240152;IRF - Santana;4 ;1 ;31 ;8 
201706;250100;DRF - Porto Velho;8 ;3 ;1 ;1 
201706;250151;IRF - Guajará-Mirim;98 ;16 ;1 ;1 
201706;260100;DRF - Boa Vista;1 ;1 ;13 ;7 
201706;260151;IRF - Pacaraima;18 ;5 ;8 ;3 
201706;260152;IRF - Bonfim;5 ;2 ;5 ;2 
201706;317600;ALF - Porto de Fortaleza (CE);184 ;48 ;120 ;64 
201706;317700;ALF - Aerop. Intern. Pinto Martins (CE);126 ;29 ;449 ;118 
201706;317800;ALF - Porto de Pecém;530 ;69 ;902 ;179 
201706;327600;ALF - Porto de São Luís (MA);181 ;16 ;254 ;26 
201706;330100;DRF - Teresina;;;1 ;1 
201706;410251;IRF - Petrolina;24 ;6 ;;
201706;415100;IRF - Recife;2 ;2 ;260 ;46 
201706;417700;ALF - Aerop. Intern. dos Guararapes (PE);132 ;26 ;831 ;135 
201706;417800;ALF - Porto de Suape (PE);443 ;55 ;2.162 ;324 
201706;420152;IRF - Parnamirim;144 ;22 ;71 ;17 
201706;420154;IRF - Natal;260 ;38 ;21 ;15 
201706;420200;DRF - Mossoró;1 ;1 ;;
201706;430151;IRF - Cabedelo;9 ;7 ;47 ;17 
201706;440151;IRF - Maceió;;;16 ;5 
201706;510551;IRF - Porto Seguro;3 ;1 ;;
201706;510552;IRF - Ilhéus;;;1 ;1 
201706;517600;ALF - Porto de Salvador (BA);1.006 ;133 ;1.661 ;296 
201706;517602;IRF - Aratu-Candeias;11 ;5 ;;
201706;517700;ALF - Aerop. Int. L. E. Magalhães (BA);117 ;24 ;674 ;160 
201706;520100;DRF - Aracaju;;;3 ;2 
201706;610300;DRF - Governador Valadares;23 ;14 ;;
201706;610400;DRF - Juiz de Fora;;;133 ;27 
201706;610500;DRF - Uberaba;12 ;4 ;358 ;30 
201706;610600;DRF - Varginha;3 ;2 ;868 ;109 
201706;610900;DRF - Uberlândia;;;126 ;17 
201706;611200;DRF - Poços de Caldas;264 ;1 ;;
201706;615100;IRF - Belo Horizonte;368 ;107 ;3.738 ;680 
201706;710200;DRF - Niterói;6 ;3 ;471 ;24 
201706;710300;DRF - Nova Iguaçu;2 ;2 ;422 ;74 
201706;710400;DRF - Campos dos Goytacazes;9 ;3 ;5 ;5 
201706;710500;DRF - Volta Redonda;75 ;3 ;937 ;76 
201706;711000;DRF - Macaé;5 ;4 ;84 ;7 
201706;717600;ALF - Porto do Rio de Janeiro (RJ);1.646 ;221 ;4.354 ;730 
201706;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.200 ;177 ;7.247 ;866 
201706;717800;ALF - Porto de Itaguaí (RJ);464 ;89 ;1.517 ;273 
201706;727600;ALF - Porto de Vitória (ES);2.354 ;178 ;2.977 ;361 
201706;810300;DRF - Bauru;2 ;2 ;64 ;21 
201706;810700;DRF - São José do Rio Preto;6 ;1 ;50 ;13 
201706;810800;DRF - Taubaté;112 ;6 ;256 ;37 
201706;810900;DRF - Ribeirão Preto;;;1 ;1 
201706;811000;DRF - Sorocaba;39 ;7 ;1.172 ;95 
201706;811200;DRF - Limeira;;;6 ;2 
201706;812000;DRF - São José dos Campos;66 ;6 ;837 ;88 
201706;812051;IRF - São Sebastião;74 ;16 ;23 ;10 
201706;812400;DRF - Jundiaí;;;921 ;3 
201706;812500;DRF - Piracicaba;;;95 ;6 
201706;817600;ALF - Aerop. Internac. de São Paulo (SP);7.160 ;1.050 ;26.483 ;3.904 
201706;817700;ALF - Aerop. Internac. de Viracopos (SP);3.695 ;549 ;29.127 ;3.177 
201706;817800;ALF - Porto de Santos (SP);11.068 ;1.110 ;34.848 ;5.226 
201706;817900;ALF - São Paulo;471 ;106 ;9.195 ;1.283 
201706;910200;DRF - Londrina;;;12 ;9 
201706;910300;DRF - Cascavel;2 ;1 ;45 ;22 
201706;910500;DRF - Maringá;7 ;1 ;100 ;30 
201706;910600;DRF - Foz do Iguaçu;561 ;67 ;2.919 ;467 
201706;910651;IRF - Guaíra;7 ;4 ;39 ;15 
201706;910652;IRF - Santa Helena;2 ;1 ;21 ;6 
201706;915200;IRF - Curitiba;929 ;140 ;4.936 ;841 
201706;917800;ALF - Porto de Paranaguá;2.536 ;247 ;7.283 ;1.094 
201706;920200;DRF - Joinville;;;1.012 ;171 
201706;920351;IRF - Dionísio Cerqueira;76 ;8 ;563 ;69 
201706;925200;IRF - Florianópolis;16 ;5 ;560 ;108 
201706;925251;IRF - Imbituba;47 ;15 ;409 ;167 
201706;927700;ALF - Porto de São Francisco do Sul (SC);1.896 ;208 ;4.363 ;747 
201706;927800;ALF - Porto de Itajaí;2.780 ;381 ;9.779 ;1.144 
201706;1010200;DRF - Pelotas;;;1 ;1 
201706;1010252;IRF - Jaguarão;7 ;3 ;414 ;110 
201706;1010253;IRF - Bagé;7 ;3 ;17 ;8 
201706;1010600;DRF - Caxias do Sul;16 ;5 ;772 ;261 
201706;1010700;DRF - Novo Hamburgo;341 ;147 ;980 ;238 
201706;1010851;IRF - Porto Mauá;34 ;2 ;1 ;1 
201706;1010852;IRF - Porto Xavier;4 ;1 ;167 ;26 
201706;1010900;DRF - Uruguaiana;2.828 ;277 ;2.815 ;502 
201706;1010951;IRF - Itaqui;;;3 ;3 
201706;1010953;IRF - São Borja;1.375 ;74 ;1.287 ;157 
201706;1010955;IRF - Quaraí;3 ;2 ;19 ;9 
201706;1015400;IRF - Porto Alegre;863 ;216 ;630 ;244 
201706;1015500;IRF - Chuí;391 ;38 ;432 ;104 
201706;1015600;IRF - Santana do Livramento;117 ;43 ;123 ;44 
201706;1017600;ALF - Aerop. Intern. Salgado Filho (RS);743 ;237 ;2.001 ;536 
201706;1017700;ALF - Porto do Rio Grande;3.610 ;380 ;2.473 ;444 
201707;117600;ALF - Aerop. Intern. J. Kubitschek (DF);35 ;9 ;401 ;82 
201707;120100;DRF - Goiânia;4 ;4 ;248 ;69 
201707;120200;DRF - Anápolis;;;451 ;35 
201707;130100;DRF - Cuiabá;16 ;2 ;61 ;28 
201707;130151;IRF - Cáceres;;;21 ;6 
201707;140100;DRF - Campo Grande;1 ;1 ;15 ;7 
201707;145100;IRF - Mundo Novo;10 ;1 ;9 ;2 
201707;145200;IRF - Corumbá;269 ;106 ;63 ;29 
201707;145300;IRF - Ponta Porã;4 ;4 ;60 ;16 
201707;145351;IRF - Bela Vista;;;1 ;1 
201707;210200;DRF - Santarém;17 ;3 ;;
201707;217600;ALF - Porto de Belém (PA);40 ;8 ;16 ;4 
201707;217602;IRF - Barcarena;404 ;94 ;143 ;52 
201707;217700;ALF - Aeroporto Internac. de Belém (PA);117 ;19 ;94 ;29 
201707;227600;ALF - Porto de Manaus (AM);275 ;33 ;5.610 ;332 
201707;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);134 ;34 ;6.327 ;251 
201707;230151;IRF - Brasiléia;87 ;5 ;;
201707;230154;IRF - Assis Brasil;30 ;4 ;3 ;3 
201707;240100;DRF - Macapá;6 ;2 ;3 ;3 
201707;240152;IRF - Santana;5 ;2 ;36 ;8 
201707;250100;DRF - Porto Velho;1 ;1 ;;
201707;250151;IRF - Guajará-Mirim;89 ;19 ;;
201707;260100;DRF - Boa Vista;5 ;1 ;15 ;9 
201707;260151;IRF - Pacaraima;2 ;2 ;4 ;3 
201707;260152;IRF - Bonfim;8 ;3 ;5 ;2 
201707;317600;ALF - Porto de Fortaleza (CE);159 ;53 ;221 ;75 
201707;317700;ALF - Aerop. Intern. Pinto Martins (CE);123 ;30 ;475 ;106 
201707;317800;ALF - Porto de Pecém;474 ;73 ;836 ;194 
201707;327600;ALF - Porto de São Luís (MA);398 ;16 ;227 ;33 
201707;330100;DRF - Teresina;;;5 ;4 
201707;410251;IRF - Petrolina;27 ;8 ;;
201707;415100;IRF - Recife;8 ;4 ;239 ;50 
201707;417700;ALF - Aerop. Intern. dos Guararapes (PE);94 ;14 ;761 ;147 
201707;417800;ALF - Porto de Suape (PE);356 ;55 ;2.161 ;339 
201707;420152;IRF - Parnamirim;135 ;20 ;88 ;28 
201707;420154;IRF - Natal;277 ;38 ;16 ;10 
201707;420252;IRF - Areia Branca;1 ;1 ;;
201707;430151;IRF - Cabedelo;;;33 ;10 
201707;440151;IRF - Maceió;3 ;2 ;6 ;3 
201707;510551;IRF - Porto Seguro;3 ;1 ;;
201707;510552;IRF - Ilhéus;2 ;1 ;;
201707;517600;ALF - Porto de Salvador (BA);1.276 ;136 ;1.929 ;303 
201707;517602;IRF - Aratu-Candeias;5 ;4 ;;
201707;517700;ALF - Aerop. Int. L. E. Magalhães (BA);125 ;24 ;689 ;157 
201707;520100;DRF - Aracaju;;;6 ;4 
201707;610300;DRF - Governador Valadares;9 ;6 ;;
201707;610400;DRF - Juiz de Fora;;;123 ;21 
201707;610500;DRF - Uberaba;8 ;3 ;418 ;26 
201707;610600;DRF - Varginha;6 ;1 ;740 ;97 
201707;610900;DRF - Uberlândia;;;148 ;14 
201707;611200;DRF - Poços de Caldas;201 ;1 ;;
201707;615100;IRF - Belo Horizonte;294 ;92 ;3.883 ;659 
201707;710200;DRF - Niterói;8 ;5 ;159 ;17 
201707;710300;DRF - Nova Iguaçu;;;533 ;112 
201707;710400;DRF - Campos dos Goytacazes;3 ;3 ;7 ;3 
201707;710500;DRF - Volta Redonda;75 ;2 ;929 ;77 
201707;711000;DRF - Macaé;3 ;2 ;123 ;8 
201707;715500;IRF - Macaé;;;4 ;1 
201707;717600;ALF - Porto do Rio de Janeiro (RJ);1.471 ;206 ;4.406 ;741 
201707;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.186 ;162 ;7.685 ;885 
201707;717800;ALF - Porto de Itaguaí (RJ);421 ;81 ;1.656 ;292 
201707;727600;ALF - Porto de Vitória (ES);2.054 ;164 ;3.265 ;351 
201707;810300;DRF - Bauru;2 ;1 ;63 ;24 
201707;810700;DRF - São José do Rio Preto;;;71 ;17 
201707;810800;DRF - Taubaté;123 ;5 ;298 ;37 
201707;811000;DRF - Sorocaba;47 ;9 ;1.079 ;103 
201707;811200;DRF - Limeira;;;4 ;1 
201707;811800;DRF - Marília;;;2 ;1 
201707;812000;DRF - São José dos Campos;55 ;6 ;973 ;89 
201707;812051;IRF - São Sebastião;24 ;8 ;37 ;9 
201707;812400;DRF - Jundiaí;;;803 ;3 
201707;812500;DRF - Piracicaba;;;106 ;5 
201707;817600;ALF - Aerop. Internac. de São Paulo (SP);7.010 ;1.074 ;26.447 ;3.913 
201707;817700;ALF - Aerop. Internac. de Viracopos (SP);4.106 ;729 ;27.317 ;3.144 
201707;817800;ALF - Porto de Santos (SP);10.503 ;1.060 ;34.805 ;5.157 
201707;817900;ALF - São Paulo;454 ;105 ;8.189 ;1.276 
201707;910200;DRF - Londrina;;;11 ;8 
201707;910300;DRF - Cascavel;1 ;1 ;50 ;16 
201707;910500;DRF - Maringá;9 ;2 ;89 ;31 
201707;910600;DRF - Foz do Iguaçu;401 ;71 ;2.762 ;470 
201707;910651;IRF - Guaíra;5 ;1 ;37 ;16 
201707;910652;IRF - Santa Helena;4 ;1 ;4 ;3 
201707;915200;IRF - Curitiba;806 ;109 ;4.776 ;836 
201707;917800;ALF - Porto de Paranaguá;2.627 ;245 ;7.312 ;1.072 
201707;920200;DRF - Joinville;5 ;2 ;1.039 ;162 
201707;920351;IRF - Dionísio Cerqueira;50 ;6 ;610 ;69 
201707;920400;DRF - Blumenau;;;2 ;2 
201707;925200;IRF - Florianópolis;7 ;2 ;497 ;112 
201707;925251;IRF - Imbituba;44 ;18 ;77 ;33 
201707;927700;ALF - Porto de São Francisco do Sul (SC);1.912 ;199 ;3.311 ;539 
201707;927800;ALF - Porto de Itajaí;3.646 ;417 ;11.574 ;1.237 
201707;1010252;IRF - Jaguarão;8 ;3 ;433 ;101 
201707;1010253;IRF - Bagé;7 ;4 ;18 ;10 
201707;1010600;DRF - Caxias do Sul;15 ;4 ;805 ;268 
201707;1010700;DRF - Novo Hamburgo;308 ;157 ;1.012 ;258 
201707;1010851;IRF - Porto Mauá;27 ;2 ;1 ;1 
201707;1010852;IRF - Porto Xavier;5 ;4 ;157 ;24 
201707;1010900;DRF - Uruguaiana;3.056 ;281 ;2.604 ;503 
201707;1010951;IRF - Itaqui;;;43 ;13 
201707;1010953;IRF - São Borja;1.562 ;65 ;1.375 ;138 
201707;1010955;IRF - Quaraí;;;18 ;8 
201707;1015400;IRF - Porto Alegre;791 ;200 ;578 ;213 
201707;1015500;IRF - Chuí;357 ;36 ;375 ;109 
201707;1015600;IRF - Santana do Livramento;119 ;47 ;134 ;43 
201707;1017600;ALF - Aerop. Intern. Salgado Filho (RS);764 ;210 ;2.131 ;534 
201707;1017700;ALF - Porto do Rio Grande;3.515 ;379 ;2.600 ;443 
201708;117600;ALF - Aerop. Intern. J. Kubitschek (DF);39 ;8 ;479 ;86 
201708;120100;DRF - Goiânia;5 ;4 ;252 ;69 
201708;120200;DRF - Anápolis;;;518 ;36 
201708;130100;DRF - Cuiabá;16 ;1 ;57 ;32 
201708;130151;IRF - Cáceres;;;22 ;6 
201708;140100;DRF - Campo Grande;2 ;1 ;20 ;10 
201708;145100;IRF - Mundo Novo;18 ;2 ;18 ;4 
201708;145200;IRF - Corumbá;346 ;112 ;93 ;36 
201708;145300;IRF - Ponta Porã;6 ;6 ;80 ;21 
201708;210200;DRF - Santarém;25 ;4 ;4 ;2 
201708;217600;ALF - Porto de Belém (PA);51 ;12 ;7 ;3 
201708;217602;IRF - Barcarena;529 ;103 ;158 ;50 
201708;217700;ALF - Aeroporto Internac. de Belém (PA);120 ;19 ;96 ;30 
201708;217802;IRF - Barcarena;1 ;1 ;;
