mês de desembaraço;código ua local de despacho;nome ua local de despacho;quantidade de declaração de exportação;quantidade de empresa exportadora;quantidade de declaração de importação;quantidade de empresa importadora
201201;117600;ALF - Aerop. Intern. J. Kubitschek (DF);102 ;8 ;398 ;67 
201201;120100;DRF - Goiânia;2 ;2 ;167 ;64 
201201;120200;DRF - Anápolis;1 ;1 ;396 ;28 
201201;130100;DRF - Cuiabá;;;73 ;38 
201201;130151;IRF - Cáceres;11 ;1 ;35 ;9 
201201;140100;DRF - Campo Grande;9 ;1 ;5 ;2 
201201;145100;IRF - Mundo Novo;9 ;4 ;42 ;13 
201201;145200;IRF - Corumbá;313 ;76 ;79 ;34 
201201;145300;IRF - Ponta Porã;;;45 ;16 
201201;145351;IRF - Bela Vista;;;1 ;1 
201201;210200;DRF - Santarém;65 ;12 ;1 ;1 
201201;210252;IRF - Almeirim;5 ;2 ;1 ;1 
201201;217600;ALF - Porto de Belém (PA);226 ;56 ;104 ;40 
201201;217602;IRF - Barcarena;291 ;73 ;88 ;29 
201201;217700;ALF - Aeroporto Internac. de Belém (PA);54 ;14 ;33 ;19 
201201;227600;ALF - Porto de Manaus (AM);279 ;41 ;7.648 ;374 
201201;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);297 ;30 ;5.904 ;288 
201201;230151;IRF - Brasiléia;3 ;1 ;8 ;4 
201201;230154;IRF - Assis Brasil;;;2 ;2 
201201;240100;DRF - Macapá;16 ;5 ;59 ;18 
201201;240152;IRF - Santana;1 ;1 ;;
201201;250100;DRF - Porto Velho;1 ;1 ;38 ;5 
201201;250151;IRF - Guajará-Mirim;419 ;20 ;3 ;2 
201201;260100;DRF - Boa Vista;10 ;2 ;8 ;6 
201201;260151;IRF - Pacaraima;11 ;4 ;25 ;5 
201201;260152;IRF - Bonfim;2 ;1 ;3 ;1 
201201;317600;ALF - Porto de Fortaleza (CE);299 ;66 ;171 ;83 
201201;317700;ALF - Aerop. Intern. Pinto Martins (CE);110 ;24 ;233 ;85 
201201;317800;ALF - Porto de Pecém;1.087 ;102 ;743 ;205 
201201;327600;ALF - Porto de São Luís (MA);137 ;17 ;146 ;23 
201201;330100;DRF - Teresina;;;4 ;4 
201201;410251;IRF - Petrolina;25 ;3 ;;
201201;415100;IRF - Recife;68 ;25 ;518 ;147 
201201;417700;ALF - Aerop. Intern. dos Guararapes (PE);114 ;17 ;475 ;124 
201201;417800;ALF - Porto de Suape (PE);273 ;73 ;1.576 ;352 
201201;420100;DRF - Natal;;;1 ;1 
201201;420152;IRF - Parnamirim;292 ;45 ;67 ;33 
201201;430151;IRF - Cabedelo;16 ;10 ;183 ;27 
201201;440151;IRF - Maceió;10 ;5 ;48 ;14 
201201;510552;IRF - Ilhéus;7 ;3 ;22 ;4 
201201;517600;ALF - Porto de Salvador (BA);1.351 ;127 ;1.963 ;302 
201201;517602;IRF - Aratu-Candeias;78 ;17 ;152 ;16 
201201;517700;ALF - Aerop. Int. L. E. Magalhães (BA);262 ;27 ;595 ;134 
201201;520100;DRF - Aracaju;1 ;1 ;13 ;3 
201201;610300;DRF - Governador Valadares;16 ;10 ;;
201201;610400;DRF - Juiz de Fora;;;156 ;35 
201201;610500;DRF - Uberaba;1 ;1 ;236 ;21 
201201;610600;DRF - Varginha;16 ;4 ;616 ;87 
201201;610900;DRF - Uberlândia;;;66 ;23 
201201;611201;ARF - Guaxupé;78 ;2 ;;
201201;615100;IRF - Belo Horizonte;438 ;131 ;4.969 ;623 
201201;710200;DRF - Niterói;37 ;19 ;950 ;84 
201201;710300;DRF - Nova Iguaçu;6 ;4 ;274 ;89 
201201;710500;DRF - Volta Redonda;18 ;2 ;1.148 ;33 
201201;711000;DRF - Macaé;6 ;5 ;69 ;7 
201201;715500;IRF - Macaé;;;3 ;1 
201201;717600;ALF - Porto do Rio de Janeiro (RJ);1.835 ;225 ;5.848 ;1.045 
201201;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.310 ;203 ;7.489 ;972 
201201;717800;ALF - Porto de Itaguaí (RJ);485 ;77 ;842 ;134 
201201;727600;ALF - Porto de Vitória (ES);1.516 ;136 ;5.361 ;423 
201201;810300;DRF - Bauru;1 ;1 ;142 ;37 
201201;810700;DRF - São José do Rio Preto;;;38 ;12 
201201;810800;DRF - Taubaté;90 ;5 ;376 ;28 
201201;810900;DRF - Ribeirão Preto;;;68 ;24 
201201;811000;DRF - Sorocaba;77 ;11 ;1.997 ;220 
201201;811200;DRF - Limeira;2 ;2 ;3 ;1 
201201;812000;DRF - São José dos Campos;59 ;7 ;1.191 ;56 
201201;812051;IRF - São Sebastião;58 ;7 ;70 ;20 
201201;812300;DRF - Franca;;;1 ;
201201;812400;DRF - Jundiaí;;;4 ;3 
201201;812500;DRF - Piracicaba;;;67 ;4 
201201;815500;IRF - São Paulo;;;2 ;1 
201201;817600;ALF - Aerop. Internac. de São Paulo (SP);3.795 ;681 ;21.691 ;3.645 
201201;817700;ALF - Aerop. Internac. de Viracopos (SP);3.219 ;490 ;28.171 ;2.829 
201201;817800;ALF - Porto de Santos (SP);9.325 ;1.066 ;35.351 ;5.837 
201201;817900;ALF - São Paulo;551 ;108 ;11.393 ;1.501 
201201;910200;DRF - Londrina;;;2 ;2 
201201;910300;DRF - Cascavel;;;2 ;2 
201201;910500;DRF - Maringá;7 ;2 ;246 ;84 
201201;910600;DRF - Foz do Iguaçu;308 ;97 ;2.248 ;413 
201201;910651;IRF - Guaíra;;;31 ;13 
201201;910652;IRF - Santa Helena;;;29 ;9 
201201;915200;IRF - Curitiba;805 ;142 ;6.942 ;896 
201201;917800;ALF - Porto de Paranaguá;2.187 ;212 ;7.125 ;1.084 
201201;920200;DRF - Joinville;2 ;2 ;693 ;124 
201201;920351;IRF - Dionísio Cerqueira;70 ;17 ;845 ;92 
201201;920600;DRF - Itajaí;;;2 ;2 
201201;925200;IRF - Florianópolis;71 ;5 ;286 ;114 
201201;925251;IRF - Imbituba;35 ;11 ;55 ;26 
201201;927700;ALF - Porto de São Francisco do Sul (SC);717 ;140 ;1.181 ;213 
201201;927800;ALF - Porto de Itajaí;2.752 ;296 ;9.869 ;1.023 
201201;1010200;DRF - Pelotas;;;6 ;4 
201201;1010252;IRF - Jaguarão;67 ;32 ;322 ;107 
201201;1010253;IRF - Bagé;1 ;1 ;14 ;5 
201201;1010600;DRF - Caxias do Sul;45 ;6 ;710 ;288 
201201;1010700;DRF - Novo Hamburgo;67 ;40 ;1.688 ;377 
201201;1010852;IRF - Porto Xavier;8 ;3 ;144 ;24 
201201;1010900;DRF - Uruguaiana;3.339 ;488 ;3.158 ;562 
201201;1010951;IRF - Itaqui;10 ;5 ;52 ;22 
201201;1010953;IRF - São Borja;1.091 ;48 ;1.591 ;152 
201201;1010955;IRF - Quaraí;113 ;2 ;18 ;12 
201201;1011100;DRF - Santa Cruz do Sul;4 ;1 ;;
201201;1015400;IRF - Porto Alegre;809 ;254 ;855 ;206 
201201;1015500;IRF - Chuí;515 ;110 ;527 ;136 
201201;1015600;IRF - Santana do Livramento;127 ;62 ;188 ;58 
201201;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.048 ;207 ;2.108 ;489 
201201;1017700;ALF - Porto do Rio Grande;4.025 ;415 ;2.455 ;499 
201202;117600;ALF - Aerop. Intern. J. Kubitschek (DF);82 ;8 ;371 ;64 
201202;120100;DRF - Goiânia;1 ;1 ;152 ;62 
201202;120200;DRF - Anápolis;;;404 ;31 
201202;130100;DRF - Cuiabá;;;114 ;47 
201202;130151;IRF - Cáceres;16 ;1 ;31 ;9 
201202;140100;DRF - Campo Grande;17 ;2 ;10 ;7 
201202;145100;IRF - Mundo Novo;13 ;3 ;44 ;16 
201202;145200;IRF - Corumbá;330 ;95 ;63 ;29 
201202;145300;IRF - Ponta Porã;4 ;2 ;76 ;28 
201202;145351;IRF - Bela Vista;;;1 ;1 
201202;210200;DRF - Santarém;159 ;21 ;2 ;2 
201202;217600;ALF - Porto de Belém (PA);269 ;65 ;90 ;39 
201202;217602;IRF - Barcarena;298 ;72 ;78 ;29 
201202;217700;ALF - Aeroporto Internac. de Belém (PA);37 ;13 ;77 ;26 
201202;227600;ALF - Porto de Manaus (AM);261 ;39 ;6.679 ;366 
201202;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);194 ;34 ;5.837 ;297 
201202;230151;IRF - Brasiléia;;;5 ;5 
201202;230154;IRF - Assis Brasil;;;1 ;1 
201202;240100;DRF - Macapá;14 ;5 ;32 ;13 
201202;240152;IRF - Santana;2 ;1 ;;
201202;250100;DRF - Porto Velho;;;46 ;6 
201202;250151;IRF - Guajará-Mirim;533 ;16 ;4 ;3 
201202;260100;DRF - Boa Vista;16 ;2 ;3 ;2 
201202;260151;IRF - Pacaraima;5 ;2 ;22 ;5 
201202;260152;IRF - Bonfim;2 ;1 ;3 ;1 
201202;317600;ALF - Porto de Fortaleza (CE);181 ;48 ;131 ;63 
201202;317700;ALF - Aerop. Intern. Pinto Martins (CE);98 ;35 ;223 ;88 
201202;317800;ALF - Porto de Pecém;700 ;101 ;641 ;194 
201202;327600;ALF - Porto de São Luís (MA);154 ;19 ;135 ;22 
201202;330100;DRF - Teresina;;;7 ;3 
201202;410251;IRF - Petrolina;40 ;8 ;;
201202;415100;IRF - Recife;38 ;18 ;421 ;108 
201202;417700;ALF - Aerop. Intern. dos Guararapes (PE);129 ;28 ;503 ;131 
201202;417800;ALF - Porto de Suape (PE);221 ;58 ;1.362 ;324 
201202;420152;IRF - Parnamirim;301 ;52 ;119 ;42 
201202;430151;IRF - Cabedelo;3 ;3 ;133 ;32 
201202;440151;IRF - Maceió;13 ;6 ;29 ;7 
201202;510552;IRF - Ilhéus;2 ;2 ;17 ;2 
201202;517600;ALF - Porto de Salvador (BA);1.284 ;130 ;1.628 ;304 
201202;517602;IRF - Aratu-Candeias;88 ;16 ;61 ;14 
201202;517700;ALF - Aerop. Int. L. E. Magalhães (BA);245 ;32 ;541 ;136 
201202;520100;DRF - Aracaju;2 ;1 ;18 ;7 
201202;610300;DRF - Governador Valadares;7 ;6 ;;
201202;610400;DRF - Juiz de Fora;;;122 ;26 
201202;610500;DRF - Uberaba;3 ;1 ;227 ;20 
201202;610600;DRF - Varginha;17 ;4 ;583 ;84 
201202;610900;DRF - Uberlândia;;;74 ;23 
201202;611201;ARF - Guaxupé;62 ;2 ;;
201202;615100;IRF - Belo Horizonte;357 ;93 ;4.860 ;612 
201202;710200;DRF - Niterói;37 ;15 ;1.017 ;82 
201202;710300;DRF - Nova Iguaçu;4 ;3 ;83 ;20 
201202;710500;DRF - Volta Redonda;13 ;2 ;987 ;40 
201202;711000;DRF - Macaé;8 ;6 ;38 ;5 
201202;717600;ALF - Porto do Rio de Janeiro (RJ);1.817 ;243 ;5.678 ;1.055 
201202;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.153 ;201 ;7.185 ;913 
201202;717800;ALF - Porto de Itaguaí (RJ);400 ;70 ;798 ;124 
201202;727600;ALF - Porto de Vitória (ES);1.618 ;141 ;4.730 ;433 
201202;810300;DRF - Bauru;2 ;2 ;126 ;38 
201202;810700;DRF - São José do Rio Preto;;;23 ;6 
201202;810800;DRF - Taubaté;160 ;7 ;390 ;30 
201202;810900;DRF - Ribeirão Preto;;;79 ;29 
201202;811000;DRF - Sorocaba;64 ;7 ;1.888 ;206 
201202;811200;DRF - Limeira;1 ;1 ;4 ;1 
201202;812000;DRF - São José dos Campos;41 ;7 ;1.043 ;64 
201202;812051;IRF - São Sebastião;64 ;14 ;38 ;20 
201202;812400;DRF - Jundiaí;;;45 ;2 
201202;812500;DRF - Piracicaba;;;62 ;5 
201202;817600;ALF - Aerop. Internac. de São Paulo (SP);3.891 ;735 ;21.530 ;3.559 
201202;817700;ALF - Aerop. Internac. de Viracopos (SP);3.331 ;542 ;27.301 ;2.737 
201202;817800;ALF - Porto de Santos (SP);10.299 ;1.163 ;33.609 ;5.749 
201202;817900;ALF - São Paulo;305 ;104 ;11.467 ;1.454 
201202;910300;DRF - Cascavel;3 ;1 ;9 ;6 
201202;910500;DRF - Maringá;5 ;3 ;222 ;80 
201202;910600;DRF - Foz do Iguaçu;355 ;129 ;2.282 ;430 
201202;910651;IRF - Guaíra;7 ;2 ;8 ;6 
201202;910652;IRF - Santa Helena;;;9 ;7 
201202;915200;IRF - Curitiba;916 ;133 ;6.567 ;859 
201202;917800;ALF - Porto de Paranaguá;2.036 ;207 ;6.735 ;1.027 
201202;920200;DRF - Joinville;1 ;1 ;666 ;118 
201202;920351;IRF - Dionísio Cerqueira;50 ;11 ;819 ;118 
201202;925200;IRF - Florianópolis;39 ;5 ;259 ;98 
201202;925251;IRF - Imbituba;25 ;14 ;50 ;20 
201202;927700;ALF - Porto de São Francisco do Sul (SC);707 ;136 ;1.451 ;198 
201202;927800;ALF - Porto de Itajaí;3.017 ;310 ;9.454 ;989 
201202;1010200;DRF - Pelotas;;;3 ;3 
201202;1010252;IRF - Jaguarão;63 ;33 ;313 ;99 
201202;1010253;IRF - Bagé;1 ;1 ;16 ;7 
201202;1010300;DRF - Santa Maria;;;1 ;1 
201202;1010600;DRF - Caxias do Sul;33 ;6 ;623 ;256 
201202;1010700;DRF - Novo Hamburgo;97 ;59 ;1.375 ;311 
201202;1010852;IRF - Porto Xavier;6 ;5 ;142 ;28 
201202;1010900;DRF - Uruguaiana;2.430 ;432 ;2.585 ;557 
201202;1010951;IRF - Itaqui;4 ;2 ;42 ;17 
201202;1010953;IRF - São Borja;1.094 ;44 ;1.994 ;170 
201202;1010955;IRF - Quaraí;60 ;1 ;27 ;14 
201202;1011100;DRF - Santa Cruz do Sul;3 ;1 ;;
201202;1015400;IRF - Porto Alegre;1.070 ;275 ;652 ;182 
201202;1015500;IRF - Chuí;508 ;102 ;531 ;138 
201202;1015600;IRF - Santana do Livramento;107 ;46 ;172 ;66 
201202;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.068 ;227 ;1.788 ;416 
201202;1017700;ALF - Porto do Rio Grande;4.229 ;452 ;2.236 ;521 
201203;117600;ALF - Aerop. Intern. J. Kubitschek (DF);63 ;9 ;448 ;60 
201203;120100;DRF - Goiânia;;;187 ;75 
201203;120200;DRF - Anápolis;;;357 ;33 
201203;130100;DRF - Cuiabá;;;137 ;66 
201203;130151;IRF - Cáceres;15 ;2 ;26 ;9 
201203;140100;DRF - Campo Grande;24 ;2 ;13 ;7 
201203;145100;IRF - Mundo Novo;21 ;5 ;37 ;11 
201203;145200;IRF - Corumbá;337 ;95 ;79 ;35 
201203;145300;IRF - Ponta Porã;3 ;3 ;74 ;28 
201203;210200;DRF - Santarém;168 ;24 ;3 ;3 
201203;217600;ALF - Porto de Belém (PA);231 ;62 ;81 ;36 
201203;217602;IRF - Barcarena;432 ;87 ;91 ;29 
201203;217700;ALF - Aeroporto Internac. de Belém (PA);143 ;16 ;90 ;23 
201203;227600;ALF - Porto de Manaus (AM);287 ;42 ;7.348 ;366 
201203;227603;IRF - Tabatinga;1 ;1 ;1 ;1 
201203;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);301 ;34 ;7.083 ;304 
201203;230151;IRF - Brasiléia;;;6 ;3 
201203;230154;IRF - Assis Brasil;;;2 ;1 
201203;240100;DRF - Macapá;19 ;4 ;31 ;19 
201203;250100;DRF - Porto Velho;;;18 ;4 
201203;250151;IRF - Guajará-Mirim;538 ;18 ;5 ;2 
201203;260100;DRF - Boa Vista;8 ;1 ;2 ;2 
201203;260151;IRF - Pacaraima;8 ;4 ;20 ;6 
201203;260152;IRF - Bonfim;;;7 ;1 
201203;317600;ALF - Porto de Fortaleza (CE);358 ;71 ;128 ;67 
201203;317602;IRF - Pecém;;;16 ;2 
201203;317700;ALF - Aerop. Intern. Pinto Martins (CE);117 ;26 ;285 ;94 
201203;317800;ALF - Porto de Pecém;498 ;69 ;669 ;203 
201203;327600;ALF - Porto de São Luís (MA);154 ;16 ;189 ;27 
201203;330100;DRF - Teresina;;;6 ;2 
201203;410251;IRF - Petrolina;59 ;11 ;;
201203;415100;IRF - Recife;21 ;8 ;556 ;133 
201203;417700;ALF - Aerop. Intern. dos Guararapes (PE);123 ;27 ;508 ;154 
201203;417800;ALF - Porto de Suape (PE);298 ;60 ;1.657 ;367 
201203;420152;IRF - Parnamirim;300 ;41 ;128 ;49 
201203;430151;IRF - Cabedelo;3 ;3 ;154 ;31 
201203;440151;IRF - Maceió;14 ;5 ;33 ;12 
201203;510500;DRF - Itabuna;7 ;2 ;;
201203;510552;IRF - Ilhéus;3 ;3 ;34 ;6 
201203;517600;ALF - Porto de Salvador (BA);1.695 ;144 ;1.925 ;311 
201203;517602;IRF - Aratu-Candeias;79 ;15 ;189 ;13 
201203;517700;ALF - Aerop. Int. L. E. Magalhães (BA);275 ;41 ;654 ;143 
201203;520100;DRF - Aracaju;2 ;2 ;26 ;10 
201203;610300;DRF - Governador Valadares;8 ;5 ;;
201203;610400;DRF - Juiz de Fora;2 ;1 ;158 ;25 
201203;610500;DRF - Uberaba;9 ;1 ;170 ;21 
201203;610600;DRF - Varginha;48 ;4 ;691 ;92 
201203;610900;DRF - Uberlândia;;;91 ;20 
201203;611201;ARF - Guaxupé;84 ;2 ;;
201203;615100;IRF - Belo Horizonte;494 ;97 ;5.920 ;648 
201203;710200;DRF - Niterói;38 ;18 ;1.363 ;111 
201203;710300;DRF - Nova Iguaçu;2 ;2 ;182 ;59 
201203;710500;DRF - Volta Redonda;21 ;2 ;1.146 ;38 
201203;711000;DRF - Macaé;7 ;5 ;65 ;10 
201203;717600;ALF - Porto do Rio de Janeiro (RJ);2.249 ;256 ;6.542 ;1.058 
201203;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.716 ;219 ;8.232 ;1.021 
201203;717800;ALF - Porto de Itaguaí (RJ);460 ;78 ;882 ;146 
201203;727600;ALF - Porto de Vitória (ES);2.134 ;137 ;5.066 ;456 
201203;810300;DRF - Bauru;8 ;4 ;142 ;32 
201203;810700;DRF - São José do Rio Preto;;;28 ;10 
201203;810800;DRF - Taubaté;190 ;5 ;515 ;30 
201203;810900;DRF - Ribeirão Preto;5 ;2 ;82 ;28 
201203;811000;DRF - Sorocaba;59 ;11 ;2.177 ;230 
201203;811200;DRF - Limeira;2 ;1 ;5 ;2 
201203;812000;DRF - São José dos Campos;103 ;11 ;1.312 ;61 
201203;812051;IRF - São Sebastião;54 ;15 ;33 ;12 
201203;812200;DRF - Araraquara;;;1 ;1 
201203;812400;DRF - Jundiaí;;;3 ;3 
201203;812500;DRF - Piracicaba;;;47 ;4 
201203;815500;IRF - São Paulo;;;1 ;1 
201203;817600;ALF - Aerop. Internac. de São Paulo (SP);4.617 ;837 ;24.202 ;3.860 
201203;817700;ALF - Aerop. Internac. de Viracopos (SP);4.707 ;618 ;31.351 ;3.081 
201203;817800;ALF - Porto de Santos (SP);12.079 ;1.270 ;35.469 ;5.503 
201203;817900;ALF - São Paulo;485 ;140 ;13.745 ;1.562 
201203;910200;DRF - Londrina;;;2 ;1 
201203;910300;DRF - Cascavel;2 ;1 ;17 ;7 
201203;910500;DRF - Maringá;7 ;3 ;279 ;70 
201203;910600;DRF - Foz do Iguaçu;432 ;124 ;3.150 ;495 
201203;910651;IRF - Guaíra;5 ;1 ;40 ;16 
201203;910652;IRF - Santa Helena;;;33 ;14 
201203;915200;IRF - Curitiba;920 ;147 ;6.925 ;939 
201203;917800;ALF - Porto de Paranaguá;2.377 ;231 ;6.990 ;1.042 
201203;920200;DRF - Joinville;1 ;1 ;764 ;133 
201203;920351;IRF - Dionísio Cerqueira;37 ;15 ;895 ;112 
201203;925200;IRF - Florianópolis;34 ;8 ;320 ;99 
201203;925251;IRF - Imbituba;46 ;17 ;55 ;22 
201203;927700;ALF - Porto de São Francisco do Sul (SC);902 ;150 ;1.506 ;215 
201203;927800;ALF - Porto de Itajaí;3.434 ;338 ;9.487 ;1.019 
201203;1010200;DRF - Pelotas;;;1 ;1 
201203;1010252;IRF - Jaguarão;70 ;31 ;443 ;115 
201203;1010253;IRF - Bagé;6 ;4 ;41 ;9 
201203;1010600;DRF - Caxias do Sul;42 ;9 ;792 ;271 
201203;1010700;DRF - Novo Hamburgo;113 ;48 ;1.625 ;367 
201203;1010852;IRF - Porto Xavier;5 ;3 ;361 ;44 
201203;1010900;DRF - Uruguaiana;2.797 ;429 ;3.111 ;622 
201203;1010951;IRF - Itaqui;3 ;3 ;64 ;22 
201203;1010953;IRF - São Borja;1.455 ;41 ;2.935 ;200 
201203;1010955;IRF - Quaraí;102 ;2 ;28 ;13 
201203;1011100;DRF - Santa Cruz do Sul;6 ;1 ;;
201203;1015400;IRF - Porto Alegre;1.304 ;313 ;804 ;191 
201203;1015500;IRF - Chuí;638 ;134 ;683 ;145 
201203;1015600;IRF - Santana do Livramento;113 ;49 ;229 ;65 
201203;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.365 ;281 ;2.076 ;507 
201203;1017700;ALF - Porto do Rio Grande;4.763 ;456 ;2.411 ;504 
201204;117600;ALF - Aerop. Intern. J. Kubitschek (DF);124 ;9 ;323 ;63 
201204;120100;DRF - Goiânia;3 ;3 ;170 ;61 
201204;120200;DRF - Anápolis;;;309 ;33 
201204;130100;DRF - Cuiabá;;;85 ;37 
201204;130151;IRF - Cáceres;16 ;1 ;4 ;4 
201204;140100;DRF - Campo Grande;14 ;3 ;6 ;4 
201204;145100;IRF - Mundo Novo;21 ;3 ;33 ;14 
201204;145200;IRF - Corumbá;342 ;96 ;81 ;30 
201204;145300;IRF - Ponta Porã;7 ;3 ;53 ;17 
201204;210200;DRF - Santarém;95 ;16 ;2 ;2 
201204;217600;ALF - Porto de Belém (PA);209 ;54 ;54 ;27 
201204;217602;IRF - Barcarena;359 ;75 ;57 ;23 
201204;217700;ALF - Aeroporto Internac. de Belém (PA);114 ;16 ;60 ;18 
201204;227600;ALF - Porto de Manaus (AM);290 ;50 ;6.232 ;312 
201204;227603;IRF - Tabatinga;;;1 ;1 
201204;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);250 ;35 ;7.413 ;287 
201204;230151;IRF - Brasiléia;3 ;2 ;3 ;2 
201204;240100;DRF - Macapá;10 ;2 ;74 ;18 
201204;240152;IRF - Santana;1 ;1 ;;
201204;250100;DRF - Porto Velho;;;11 ;4 
201204;250151;IRF - Guajará-Mirim;494 ;16 ;6 ;3 
201204;260100;DRF - Boa Vista;20 ;2 ;17 ;13 
201204;260151;IRF - Pacaraima;11 ;5 ;25 ;6 
201204;260152;IRF - Bonfim;3 ;2 ;3 ;1 
201204;317600;ALF - Porto de Fortaleza (CE);311 ;73 ;110 ;57 
201204;317700;ALF - Aerop. Intern. Pinto Martins (CE);104 ;30 ;249 ;97 
201204;317800;ALF - Porto de Pecém;415 ;65 ;744 ;212 
201204;327600;ALF - Porto de São Luís (MA);162 ;17 ;147 ;27 
201204;330100;DRF - Teresina;;;6 ;5 
201204;410251;IRF - Petrolina;92 ;14 ;;
201204;415100;IRF - Recife;14 ;9 ;336 ;102 
201204;417700;ALF - Aerop. Intern. dos Guararapes (PE);112 ;17 ;496 ;152 
201204;417800;ALF - Porto de Suape (PE);281 ;60 ;1.372 ;354 
201204;420152;IRF - Parnamirim;222 ;36 ;105 ;38 
201204;430151;IRF - Cabedelo;10 ;5 ;126 ;28 
201204;440151;IRF - Maceió;11 ;6 ;62 ;16 
201204;510500;DRF - Itabuna;5 ;1 ;;
201204;510552;IRF - Ilhéus;1 ;1 ;17 ;2 
201204;517600;ALF - Porto de Salvador (BA);1.461 ;126 ;1.669 ;292 
201204;517602;IRF - Aratu-Candeias;90 ;15 ;122 ;21 
201204;517700;ALF - Aerop. Int. L. E. Magalhães (BA);187 ;32 ;580 ;154 
201204;520100;DRF - Aracaju;2 ;2 ;25 ;8 
201204;610300;DRF - Governador Valadares;7 ;6 ;;
201204;610400;DRF - Juiz de Fora;;;180 ;22 
201204;610500;DRF - Uberaba;2 ;2 ;212 ;18 
201204;610600;DRF - Varginha;71 ;4 ;702 ;82 
201204;610900;DRF - Uberlândia;;;73 ;20 
201204;611201;ARF - Guaxupé;97 ;2 ;;
201204;615100;IRF - Belo Horizonte;485 ;95 ;5.034 ;631 
201204;710200;DRF - Niterói;37 ;10 ;1.105 ;92 
201204;710300;DRF - Nova Iguaçu;1 ;1 ;249 ;86 
201204;710500;DRF - Volta Redonda;11 ;1 ;1.276 ;32 
201204;711000;DRF - Macaé;13 ;7 ;90 ;7 
201204;717600;ALF - Porto do Rio de Janeiro (RJ);1.994 ;231 ;5.812 ;939 
201204;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.405 ;203 ;6.972 ;936 
201204;717800;ALF - Porto de Itaguaí (RJ);462 ;70 ;658 ;128 
201204;727600;ALF - Porto de Vitória (ES);1.785 ;129 ;4.438 ;433 
201204;810300;DRF - Bauru;16 ;3 ;134 ;38 
201204;810700;DRF - São José do Rio Preto;;;18 ;6 
201204;810800;DRF - Taubaté;189 ;8 ;394 ;30 
201204;810900;DRF - Ribeirão Preto;2 ;2 ;72 ;28 
201204;811000;DRF - Sorocaba;46 ;10 ;2.085 ;223 
201204;811200;DRF - Limeira;1 ;1 ;4 ;1 
201204;812000;DRF - São José dos Campos;99 ;8 ;1.224 ;67 
201204;812051;IRF - São Sebastião;84 ;9 ;56 ;22 
201204;812400;DRF - Jundiaí;;;12 ;1 
201204;812500;DRF - Piracicaba;;;51 ;5 
201204;815500;IRF - São Paulo;;;2 ;2 
201204;817600;ALF - Aerop. Internac. de São Paulo (SP);4.219 ;756 ;21.243 ;3.554 
201204;817700;ALF - Aerop. Internac. de Viracopos (SP);4.082 ;581 ;28.927 ;2.949 
201204;817800;ALF - Porto de Santos (SP);10.707 ;1.203 ;33.822 ;5.461 
201204;817900;ALF - São Paulo;421 ;121 ;12.279 ;1.540 
201204;910200;DRF - Londrina;;;2 ;1 
201204;910300;DRF - Cascavel;;;15 ;9 
201204;910500;DRF - Maringá;4 ;2 ;221 ;78 
201204;910600;DRF - Foz do Iguaçu;380 ;125 ;2.630 ;477 
201204;910651;IRF - Guaíra;2 ;1 ;28 ;19 
201204;910652;IRF - Santa Helena;;;21 ;8 
201204;915200;IRF - Curitiba;894 ;149 ;6.169 ;870 
201204;917800;ALF - Porto de Paranaguá;2.238 ;206 ;6.550 ;932 
201204;920200;DRF - Joinville;2 ;2 ;736 ;129 
201204;920351;IRF - Dionísio Cerqueira;16 ;8 ;856 ;101 
201204;925200;IRF - Florianópolis;44 ;6 ;291 ;107 
201204;925251;IRF - Imbituba;30 ;17 ;53 ;21 
201204;927700;ALF - Porto de São Francisco do Sul (SC);663 ;122 ;1.074 ;183 
201204;927800;ALF - Porto de Itajaí;3.418 ;359 ;8.322 ;946 
201204;1010200;DRF - Pelotas;;;1 ;1 
201204;1010252;IRF - Jaguarão;88 ;32 ;367 ;109 
201204;1010253;IRF - Bagé;1 ;1 ;38 ;9 
201204;1010600;DRF - Caxias do Sul;62 ;7 ;642 ;252 
201204;1010700;DRF - Novo Hamburgo;134 ;57 ;1.373 ;311 
201204;1010852;IRF - Porto Xavier;1 ;1 ;665 ;53 
201204;1010900;DRF - Uruguaiana;2.838 ;460 ;3.203 ;566 
201204;1010951;IRF - Itaqui;3 ;2 ;89 ;26 
201204;1010953;IRF - São Borja;1.167 ;54 ;2.739 ;196 
201204;1010955;IRF - Quaraí;73 ;2 ;23 ;10 
201204;1011100;DRF - Santa Cruz do Sul;1 ;1 ;;
201204;1015400;IRF - Porto Alegre;1.217 ;304 ;787 ;201 
201204;1015500;IRF - Chuí;511 ;99 ;511 ;139 
201204;1015600;IRF - Santana do Livramento;110 ;51 ;177 ;51 
