RF DESPACHO;UA LOCAL DESPACHO;;ANO DESEMB;TRIMESTRE DESEMB;CANAL;TMBDI
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20191;Vermelho;217,9197
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20192;Verde;8,6648
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20192;Amarelo;319,9184
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20192;Vermelho;187,3345
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20193;Verde;7,4787
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20193;Amarelo;239,9163
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20193;Vermelho;222,7687
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20194;Verde;7,3532
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20194;Amarelo;399,6092
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2019;20194;Vermelho;220,9474
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20201;Verde;10,5121
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20201;Amarelo;559,7409
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20201;Vermelho;137,0169
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20202;Verde;11,1661
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20202;Amarelo;273,3104
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20202;Vermelho;125,5088
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20203;Verde;7,7655
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20203;Amarelo;141,8229
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20203;Vermelho;182,2192
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20204;Verde;6,4591
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20204;Amarelo;367,9634
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2020;20204;Vermelho;244,0593
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20211;Verde;5,8907
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20211;Amarelo;499,4253
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20211;Vermelho;311,0002
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20212;Verde;4,5429
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20212;Amarelo;79,6894
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20212;Vermelho;240,1882
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20213;Verde;6,4875
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20213;Amarelo;79,8225
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20213;Vermelho;258,0632
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20214;Verde;7,2114
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20214;Amarelo;158,9983
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2021;20214;Vermelho;207,6958
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20221;Verde;7,3583
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20221;Amarelo;294,7565
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20221;Vermelho;253,8755
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20222;Verde;6,9618
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20222;Amarelo;225,3977
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20222;Vermelho;346,889
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20223;Verde;6,4467
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20223;Amarelo;649,4647
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20223;Vermelho;300,8697
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20224;Verde;5,9903
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20224;Amarelo;321,2727
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2022;20224;Vermelho;315,6425
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2023;20231;Verde;3,4955
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2023;20231;Amarelo;367,8779
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2023;20231;Vermelho;244,0579
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2023;20232;Verde;7,5495
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2023;20232;Amarelo;462,2597
4ª RF;417901;IRF - Aeroporto Internacional dos Guararapes;2023;20232;Vermelho;381,0069
4ª RF;417902;IRF - Porto de Suape;2018;20181;Verde;12,9143
4ª RF;417902;IRF - Porto de Suape;2018;20181;Amarelo;198,4969
4ª RF;417902;IRF - Porto de Suape;2018;20181;Vermelho;539,9205
4ª RF;417902;IRF - Porto de Suape;2018;20182;Verde;13,924
4ª RF;417902;IRF - Porto de Suape;2018;20182;Amarelo;332,5046
4ª RF;417902;IRF - Porto de Suape;2018;20182;Vermelho;667,9961
4ª RF;417902;IRF - Porto de Suape;2018;20183;Verde;12,6779
4ª RF;417902;IRF - Porto de Suape;2018;20183;Amarelo;228,9679
4ª RF;417902;IRF - Porto de Suape;2018;20183;Vermelho;600,552
4ª RF;417902;IRF - Porto de Suape;2018;20184;Verde;11,8401
4ª RF;417902;IRF - Porto de Suape;2018;20184;Amarelo;274,6145
4ª RF;417902;IRF - Porto de Suape;2018;20184;Vermelho;422,8654
4ª RF;417902;IRF - Porto de Suape;2019;20191;Verde;11,6935
4ª RF;417902;IRF - Porto de Suape;2019;20191;Amarelo;292,4245
4ª RF;417902;IRF - Porto de Suape;2019;20191;Vermelho;371,0872
4ª RF;417902;IRF - Porto de Suape;2019;20192;Verde;11,6583
4ª RF;417902;IRF - Porto de Suape;2019;20192;Amarelo;314,7559
4ª RF;417902;IRF - Porto de Suape;2019;20192;Vermelho;398,2337
4ª RF;417902;IRF - Porto de Suape;2019;20193;Verde;11,6555
4ª RF;417902;IRF - Porto de Suape;2019;20193;Amarelo;272,7272
4ª RF;417902;IRF - Porto de Suape;2019;20193;Vermelho;413,3968
4ª RF;417902;IRF - Porto de Suape;2019;20194;Verde;13,312
4ª RF;417902;IRF - Porto de Suape;2019;20194;Amarelo;173,1017
4ª RF;417902;IRF - Porto de Suape;2019;20194;Vermelho;330,9799
4ª RF;417902;IRF - Porto de Suape;2020;20201;Verde;14,0608
4ª RF;417902;IRF - Porto de Suape;2020;20201;Amarelo;180,5711
4ª RF;417902;IRF - Porto de Suape;2020;20201;Vermelho;272,6651
4ª RF;417902;IRF - Porto de Suape;2020;20202;Verde;13,9475
4ª RF;417902;IRF - Porto de Suape;2020;20202;Amarelo;222,4726
4ª RF;417902;IRF - Porto de Suape;2020;20202;Vermelho;314,1416
4ª RF;417902;IRF - Porto de Suape;2020;20203;Verde;12,0856
4ª RF;417902;IRF - Porto de Suape;2020;20203;Amarelo;201,0219
4ª RF;417902;IRF - Porto de Suape;2020;20203;Vermelho;287,6205
4ª RF;417902;IRF - Porto de Suape;2020;20204;Verde;11,4593
4ª RF;417902;IRF - Porto de Suape;2020;20204;Amarelo;148,9666
4ª RF;417902;IRF - Porto de Suape;2020;20204;Vermelho;352,7566
4ª RF;417902;IRF - Porto de Suape;2021;20211;Verde;12,9004
4ª RF;417902;IRF - Porto de Suape;2021;20211;Amarelo;186,5147
4ª RF;417902;IRF - Porto de Suape;2021;20211;Vermelho;426,7809
4ª RF;417902;IRF - Porto de Suape;2021;20212;Verde;12,4827
4ª RF;417902;IRF - Porto de Suape;2021;20212;Amarelo;227,7246
4ª RF;417902;IRF - Porto de Suape;2021;20212;Vermelho;351,7005
4ª RF;417902;IRF - Porto de Suape;2021;20213;Verde;10,911
4ª RF;417902;IRF - Porto de Suape;2021;20213;Amarelo;217,5988
4ª RF;417902;IRF - Porto de Suape;2021;20213;Vermelho;459,0948
4ª RF;417902;IRF - Porto de Suape;2021;20214;Verde;11,9814
4ª RF;417902;IRF - Porto de Suape;2021;20214;Amarelo;118,8227
4ª RF;417902;IRF - Porto de Suape;2021;20214;Vermelho;391,4233
4ª RF;417902;IRF - Porto de Suape;2022;20221;Verde;14,4509
4ª RF;417902;IRF - Porto de Suape;2022;20221;Amarelo;218,1333
4ª RF;417902;IRF - Porto de Suape;2022;20221;Vermelho;648,5459
4ª RF;417902;IRF - Porto de Suape;2022;20222;Verde;13,4918
4ª RF;417902;IRF - Porto de Suape;2022;20222;Amarelo;413,0522
4ª RF;417902;IRF - Porto de Suape;2022;20222;Vermelho;765,16
4ª RF;417902;IRF - Porto de Suape;2022;20223;Verde;13,9368
4ª RF;417902;IRF - Porto de Suape;2022;20223;Amarelo;259,784
4ª RF;417902;IRF - Porto de Suape;2022;20223;Vermelho;705,2002
4ª RF;417902;IRF - Porto de Suape;2022;20224;Verde;12,8611
4ª RF;417902;IRF - Porto de Suape;2022;20224;Amarelo;252,9957
4ª RF;417902;IRF - Porto de Suape;2022;20224;Vermelho;658,9228
4ª RF;417902;IRF - Porto de Suape;2023;20231;Verde;6,7681
4ª RF;417902;IRF - Porto de Suape;2023;20231;Amarelo;264,9823
4ª RF;417902;IRF - Porto de Suape;2023;20231;Vermelho;502,2743
4ª RF;417902;IRF - Porto de Suape;2023;20232;Verde;11,5671
4ª RF;417902;IRF - Porto de Suape;2023;20232;Amarelo;429,7516
4ª RF;417902;IRF - Porto de Suape;2023;20232;Vermelho;576,2124
4ª RF;420152;IRF - Parnamirim;2015;20151;Verde;17,8658
4ª RF;420152;IRF - Parnamirim;2015;20151;Amarelo;205,1808
4ª RF;420152;IRF - Parnamirim;2015;20151;Vermelho;171,0173
4ª RF;420152;IRF - Parnamirim;2015;20152;Verde;14,6633
4ª RF;420152;IRF - Parnamirim;2015;20152;Amarelo;263,6286
4ª RF;420152;IRF - Parnamirim;2015;20152;Vermelho;333,2109
4ª RF;420152;IRF - Parnamirim;2015;20153;Verde;16,1215
4ª RF;420152;IRF - Parnamirim;2015;20153;Amarelo;193,7159
4ª RF;420152;IRF - Parnamirim;2015;20153;Vermelho;221,0138
4ª RF;420152;IRF - Parnamirim;2015;20154;Verde;17,4792
4ª RF;420152;IRF - Parnamirim;2015;20154;Amarelo;158,6036
4ª RF;420152;IRF - Parnamirim;2015;20154;Vermelho;240,5546
4ª RF;420152;IRF - Parnamirim;2016;20161;Verde;16,1732
4ª RF;420152;IRF - Parnamirim;2016;20161;Amarelo;390,8073
4ª RF;420152;IRF - Parnamirim;2016;20161;Vermelho;250,8239
4ª RF;420152;IRF - Parnamirim;2016;20162;Verde;12,6162
4ª RF;420152;IRF - Parnamirim;2016;20162;Amarelo;578,9271
4ª RF;420152;IRF - Parnamirim;2016;20162;Vermelho;226,1359
4ª RF;420152;IRF - Parnamirim;2016;20163;Verde;13,3516
4ª RF;420152;IRF - Parnamirim;2016;20163;Amarelo;384,4288
4ª RF;420152;IRF - Parnamirim;2016;20163;Vermelho;465,49
4ª RF;420152;IRF - Parnamirim;2016;20164;Verde;15,1183
4ª RF;420152;IRF - Parnamirim;2016;20164;Amarelo;1.081,34
4ª RF;420152;IRF - Parnamirim;2016;20164;Vermelho;829,9364
4ª RF;420152;IRF - Parnamirim;2017;20171;Verde;16,2474
4ª RF;420152;IRF - Parnamirim;2017;20171;Amarelo;144,6799
4ª RF;420152;IRF - Parnamirim;2017;20171;Vermelho;380,3022
4ª RF;420152;IRF - Parnamirim;2017;20172;Verde;12,8466
4ª RF;420152;IRF - Parnamirim;2017;20172;Amarelo;237,4728
4ª RF;420152;IRF - Parnamirim;2017;20172;Vermelho;212,3424
4ª RF;420152;IRF - Parnamirim;2017;20173;Verde;13,6817
4ª RF;420152;IRF - Parnamirim;2017;20173;Amarelo;485,6663
4ª RF;420152;IRF - Parnamirim;2017;20173;Vermelho;236,7519
4ª RF;420152;IRF - Parnamirim;2023;20231;Amarelo;785,0275
4ª RF;420154;IRF - Natal;2016;20163;Vermelho;235,9876
4ª RF;420154;IRF - Natal;2016;20164;Verde;24,8323
4ª RF;420154;IRF - Natal;2016;20164;Vermelho;738,4023
4ª RF;420154;IRF - Natal;2017;20171;Verde;16,7214
4ª RF;420154;IRF - Natal;2017;20171;Vermelho;156,5381
4ª RF;420154;IRF - Natal;2017;20172;Verde;9,1892
4ª RF;420154;IRF - Natal;2017;20172;Vermelho;147,0922
4ª RF;420154;IRF - Natal;2017;20173;Verde;27,1426
4ª RF;420154;IRF - Natal;2017;20173;Vermelho;394,7142
4ª RF;420154;IRF - Natal;2017;20174;Verde;16,4979
4ª RF;420154;IRF - Natal;2017;20174;Vermelho;594,384
4ª RF;420154;IRF - Natal;2018;20181;Verde;11,0439
4ª RF;420154;IRF - Natal;2018;20181;Amarelo;668,9394
4ª RF;420154;IRF - Natal;2018;20181;Vermelho;303,7989
4ª RF;420154;IRF - Natal;2018;20182;Verde;10,7773
4ª RF;420154;IRF - Natal;2018;20182;Amarelo;85,7375
4ª RF;420154;IRF - Natal;2018;20182;Vermelho;262,1704
4ª RF;420154;IRF - Natal;2018;20183;Verde;12,3464
4ª RF;420154;IRF - Natal;2018;20183;Amarelo;191,5669
4ª RF;420154;IRF - Natal;2018;20183;Vermelho;403,9953
4ª RF;420154;IRF - Natal;2018;20184;Verde;12,348
4ª RF;420154;IRF - Natal;2018;20184;Amarelo;409,0056
4ª RF;420154;IRF - Natal;2018;20184;Vermelho;417,8985
4ª RF;420154;IRF - Natal;2019;20191;Verde;14,3057
4ª RF;420154;IRF - Natal;2019;20191;Amarelo;383,5151
4ª RF;420154;IRF - Natal;2019;20191;Vermelho;210,164
4ª RF;420154;IRF - Natal;2019;20192;Verde;10,2672
4ª RF;420154;IRF - Natal;2019;20192;Amarelo;598,9491
4ª RF;420154;IRF - Natal;2019;20192;Vermelho;274,3321
4ª RF;420154;IRF - Natal;2019;20193;Verde;11,0114
4ª RF;420154;IRF - Natal;2019;20193;Amarelo;127,5344
4ª RF;420154;IRF - Natal;2019;20193;Vermelho;328,4871
4ª RF;420154;IRF - Natal;2019;20194;Verde;13,9817
4ª RF;420154;IRF - Natal;2019;20194;Amarelo;413,7772
4ª RF;420154;IRF - Natal;2019;20194;Vermelho;246,1777
4ª RF;420154;IRF - Natal;2020;20201;Verde;12,2507
4ª RF;420154;IRF - Natal;2020;20201;Amarelo;539,067
4ª RF;420154;IRF - Natal;2020;20201;Vermelho;189,6054
4ª RF;420154;IRF - Natal;2020;20202;Verde;8,9867
4ª RF;420154;IRF - Natal;2020;20202;Amarelo;459,9387
4ª RF;420154;IRF - Natal;2020;20202;Vermelho;290,5756
4ª RF;420154;IRF - Natal;2020;20203;Verde;9,8916
4ª RF;420154;IRF - Natal;2020;20203;Amarelo;569,4283
4ª RF;420154;IRF - Natal;2020;20203;Vermelho;174,7369
4ª RF;420154;IRF - Natal;2020;20204;Verde;11,6113
4ª RF;420154;IRF - Natal;2020;20204;Amarelo;498,7314
4ª RF;420154;IRF - Natal;2020;20204;Vermelho;270,6004
4ª RF;420154;IRF - Natal;2021;20211;Verde;12,6589
4ª RF;420154;IRF - Natal;2021;20211;Amarelo;239,7022
4ª RF;420154;IRF - Natal;2021;20211;Vermelho;199,7707
4ª RF;420154;IRF - Natal;2021;20212;Verde;13,0335
4ª RF;420154;IRF - Natal;2021;20212;Amarelo;194,0559
4ª RF;420154;IRF - Natal;2021;20212;Vermelho;242,1847
4ª RF;420154;IRF - Natal;2021;20213;Verde;12,4351
4ª RF;420154;IRF - Natal;2021;20213;Vermelho;369,9665
4ª RF;420154;IRF - Natal;2021;20214;Verde;10,9572
4ª RF;420154;IRF - Natal;2021;20214;Amarelo;338,424
4ª RF;420154;IRF - Natal;2021;20214;Vermelho;136,6593
4ª RF;420154;IRF - Natal;2022;20221;Verde;9,8316
4ª RF;420154;IRF - Natal;2022;20221;Amarelo;339,8008
4ª RF;420154;IRF - Natal;2022;20221;Vermelho;381,7431
4ª RF;420154;IRF - Natal;2022;20222;Verde;15,2855
4ª RF;420154;IRF - Natal;2022;20222;Amarelo;216,2784
4ª RF;420154;IRF - Natal;2022;20222;Vermelho;576,0026
4ª RF;420154;IRF - Natal;2022;20223;Verde;16,1365
4ª RF;420154;IRF - Natal;2022;20223;Amarelo;266,7471
4ª RF;420154;IRF - Natal;2022;20223;Vermelho;605,9472
4ª RF;420154;IRF - Natal;2022;20224;Verde;14,3427
4ª RF;420154;IRF - Natal;2022;20224;Amarelo;2.063,28
4ª RF;420154;IRF - Natal;2022;20224;Vermelho;331,4462
4ª RF;420154;IRF - Natal;2023;20231;Verde;7,2409
4ª RF;420154;IRF - Natal;2023;20231;Amarelo;276,0191
4ª RF;420154;IRF - Natal;2023;20231;Vermelho;389,2141
4ª RF;420154;IRF - Natal;2023;20232;Verde;11,0617
4ª RF;420154;IRF - Natal;2023;20232;Amarelo;255,3244
4ª RF;420154;IRF - Natal;2023;20232;Vermelho;288,2278
4ª RF;430151;IRF - Cabedelo;2015;20151;Verde;9,8662
4ª RF;430151;IRF - Cabedelo;2015;20151;Amarelo;106,7175
4ª RF;430151;IRF - Cabedelo;2015;20151;Vermelho;135,8969
4ª RF;430151;IRF - Cabedelo;2015;20152;Verde;10,7969
4ª RF;430151;IRF - Cabedelo;2015;20152;Amarelo;163,5064
4ª RF;430151;IRF - Cabedelo;2015;20152;Vermelho;174,8055
4ª RF;430151;IRF - Cabedelo;2015;20153;Verde;8,5007
4ª RF;430151;IRF - Cabedelo;2015;20153;Amarelo;217,2111
4ª RF;430151;IRF - Cabedelo;2015;20153;Vermelho;214,63
4ª RF;430151;IRF - Cabedelo;2015;20154;Verde;10,5042
4ª RF;430151;IRF - Cabedelo;2015;20154;Amarelo;213,2427
4ª RF;430151;IRF - Cabedelo;2015;20154;Vermelho;233,1397
4ª RF;430151;IRF - Cabedelo;2016;20161;Verde;9,4759
4ª RF;430151;IRF - Cabedelo;2016;20161;Amarelo;153,2934
4ª RF;430151;IRF - Cabedelo;2016;20161;Vermelho;172,1228
4ª RF;430151;IRF - Cabedelo;2016;20162;Verde;16,8083
4ª RF;430151;IRF - Cabedelo;2016;20162;Amarelo;136,4919
4ª RF;430151;IRF - Cabedelo;2016;20162;Vermelho;176,7799
4ª RF;430151;IRF - Cabedelo;2016;20163;Verde;10,826
4ª RF;430151;IRF - Cabedelo;2016;20163;Amarelo;134,5282
4ª RF;430151;IRF - Cabedelo;2016;20163;Vermelho;272,4683
4ª RF;430151;IRF - Cabedelo;2016;20164;Verde;14,8708
4ª RF;430151;IRF - Cabedelo;2016;20164;Amarelo;181,1869
4ª RF;430151;IRF - Cabedelo;2016;20164;Vermelho;208,0315
4ª RF;430151;IRF - Cabedelo;2017;20171;Verde;15,4716
4ª RF;430151;IRF - Cabedelo;2017;20171;Amarelo;95,8128
4ª RF;430151;IRF - Cabedelo;2017;20171;Vermelho;150,1988
4ª RF;430151;IRF - Cabedelo;2017;20172;Verde;13,2257
4ª RF;430151;IRF - Cabedelo;2017;20172;Amarelo;140,553
4ª RF;430151;IRF - Cabedelo;2017;20172;Vermelho;798,9326
4ª RF;430151;IRF - Cabedelo;2017;20173;Verde;13,1679
4ª RF;430151;IRF - Cabedelo;2017;20173;Amarelo;45,7472
4ª RF;430151;IRF - Cabedelo;2017;20173;Vermelho;192,1805
4ª RF;430151;IRF - Cabedelo;2017;20174;Verde;14,2727
4ª RF;430151;IRF - Cabedelo;2017;20174;Amarelo;105,6616
4ª RF;430151;IRF - Cabedelo;2017;20174;Vermelho;142,9571
4ª RF;430151;IRF - Cabedelo;2018;20181;Verde;15,2023
4ª RF;430151;IRF - Cabedelo;2018;20181;Amarelo;151,9284
4ª RF;430151;IRF - Cabedelo;2018;20181;Vermelho;339,1309
4ª RF;430151;IRF - Cabedelo;2018;20182;Verde;13,4362
4ª RF;430151;IRF - Cabedelo;2018;20182;Amarelo;78,4236
4ª RF;430151;IRF - Cabedelo;2018;20182;Vermelho;350,0589
4ª RF;430151;IRF - Cabedelo;2018;20183;Verde;15,0536
4ª RF;430151;IRF - Cabedelo;2018;20183;Amarelo;41,7403
4ª RF;430151;IRF - Cabedelo;2018;20183;Vermelho;252,3322
4ª RF;430151;IRF - Cabedelo;2018;20184;Verde;10,4932
4ª RF;430151;IRF - Cabedelo;2018;20184;Amarelo;148,9081
4ª RF;430151;IRF - Cabedelo;2018;20184;Vermelho;95,3183
4ª RF;430151;IRF - Cabedelo;2019;20191;Verde;9,3181
4ª RF;430151;IRF - Cabedelo;2019;20191;Amarelo;908,7594
4ª RF;430151;IRF - Cabedelo;2019;20191;Vermelho;242,5332
4ª RF;430151;IRF - Cabedelo;2019;20192;Verde;15,9538
4ª RF;430151;IRF - Cabedelo;2019;20192;Amarelo;57,3913
4ª RF;430151;IRF - Cabedelo;2019;20192;Vermelho;373,6344
4ª RF;430151;IRF - Cabedelo;2019;20193;Verde;17,1721
4ª RF;430151;IRF - Cabedelo;2019;20193;Amarelo;47,2082
4ª RF;430151;IRF - Cabedelo;2019;20193;Vermelho;188,0942
4ª RF;430151;IRF - Cabedelo;2019;20194;Verde;25,103
4ª RF;430151;IRF - Cabedelo;2019;20194;Vermelho;355,9588
4ª RF;430151;IRF - Cabedelo;2020;20201;Verde;20,5026
4ª RF;430151;IRF - Cabedelo;2020;20201;Amarelo;184,1324
4ª RF;430151;IRF - Cabedelo;2020;20201;Vermelho;392,7028
4ª RF;430151;IRF - Cabedelo;2020;20202;Verde;18,9631
4ª RF;430151;IRF - Cabedelo;2020;20203;Verde;17,5459
4ª RF;430151;IRF - Cabedelo;2020;20203;Amarelo;67,1607
4ª RF;430151;IRF - Cabedelo;2020;20204;Verde;14,2089
4ª RF;430151;IRF - Cabedelo;2020;20204;Amarelo;14,2969
4ª RF;430151;IRF - Cabedelo;2020;20204;Vermelho;167,2419
4ª RF;430151;IRF - Cabedelo;2021;20211;Verde;18,9444
4ª RF;430151;IRF - Cabedelo;2021;20211;Amarelo;116,8296
4ª RF;430151;IRF - Cabedelo;2021;20211;Vermelho;215,2494
4ª RF;430151;IRF - Cabedelo;2021;20212;Verde;17,182
4ª RF;430151;IRF - Cabedelo;2021;20212;Amarelo;44,3142
4ª RF;430151;IRF - Cabedelo;2021;20212;Vermelho;311,76
4ª RF;430151;IRF - Cabedelo;2021;20213;Verde;15,884
4ª RF;430151;IRF - Cabedelo;2021;20213;Amarelo;9,1951
4ª RF;430151;IRF - Cabedelo;2021;20213;Vermelho;351,5966
4ª RF;430151;IRF - Cabedelo;2021;20214;Verde;17,7671
4ª RF;430151;IRF - Cabedelo;2021;20214;Amarelo;62,8033
4ª RF;430151;IRF - Cabedelo;2021;20214;Vermelho;271,4588
4ª RF;430151;IRF - Cabedelo;2022;20221;Verde;30,6968
4ª RF;430151;IRF - Cabedelo;2022;20221;Amarelo;110,615
4ª RF;430151;IRF - Cabedelo;2022;20222;Verde;27,5689
4ª RF;430151;IRF - Cabedelo;2022;20222;Amarelo;291,5462
4ª RF;430151;IRF - Cabedelo;2022;20222;Vermelho;437,9475
4ª RF;430151;IRF - Cabedelo;2022;20223;Verde;37,5796
4ª RF;430151;IRF - Cabedelo;2022;20223;Amarelo;164,5438
4ª RF;430151;IRF - Cabedelo;2022;20223;Vermelho;530,4522
4ª RF;430151;IRF - Cabedelo;2022;20224;Verde;22,9488
4ª RF;430151;IRF - Cabedelo;2022;20224;Amarelo;103,5552
4ª RF;430151;IRF - Cabedelo;2022;20224;Vermelho;242,0103
4ª RF;430151;IRF - Cabedelo;2023;20231;Verde;11,8983
4ª RF;430151;IRF - Cabedelo;2023;20231;Amarelo;226,9578
4ª RF;430151;IRF - Cabedelo;2023;20231;Vermelho;191,9057
4ª RF;430151;IRF - Cabedelo;2023;20232;Verde;14,0378
4ª RF;430151;IRF - Cabedelo;2023;20232;Amarelo;381,2288
4ª RF;440151;IRF - Maceió;2015;20151;Verde;9,4006
4ª RF;440151;IRF - Maceió;2015;20151;Amarelo;44,2585
4ª RF;440151;IRF - Maceió;2015;20151;Vermelho;72,3461
4ª RF;440151;IRF - Maceió;2015;20152;Verde;7,2407
4ª RF;440151;IRF - Maceió;2015;20152;Vermelho;82,4413
4ª RF;440151;IRF - Maceió;2015;20153;Verde;3,8692
4ª RF;440151;IRF - Maceió;2015;20153;Vermelho;121,3169
4ª RF;440151;IRF - Maceió;2015;20154;Vermelho;115,4681
4ª RF;440151;IRF - Maceió;2016;20162;Vermelho;21,1518
4ª RF;440151;IRF - Maceió;2016;20164;Verde;24,8967
4ª RF;440151;IRF - Maceió;2017;20173;Amarelo;2.952,74
4ª RF;440151;IRF - Maceió;2018;20181;Vermelho;169,4561
4ª RF;440151;IRF - Maceió;2018;20182;Amarelo;145,4786
4ª RF;440151;IRF - Maceió;2018;20182;Vermelho;317,7922
4ª RF;440151;IRF - Maceió;2019;20194;Vermelho;140,7478
4ª RF;440151;IRF - Maceió;2021;20211;Amarelo;30,2311
4ª RF;440151;IRF - Maceió;2021;20212;Amarelo;84,9372
4ª RF;440151;IRF - Maceió;2021;20213;Verde;2,9307
4ª RF;440151;IRF - Maceió;2022;20224;Verde;4,8897
5ª RF;510353;IRF - Ilhéus;2020;20204;Verde;10,6169
5ª RF;510353;IRF - Ilhéus;2021;20211;Verde;10,087
5ª RF;510353;IRF - Ilhéus;2021;20211;Vermelho;53,8739
5ª RF;510353;IRF - Ilhéus;2021;20212;Verde;7,12
5ª RF;510353;IRF - Ilhéus;2021;20212;Vermelho;50,0386
5ª RF;510353;IRF - Ilhéus;2021;20213;Verde;13,5831
5ª RF;510353;IRF - Ilhéus;2021;20214;Verde;7,7595
5ª RF;510353;IRF - Ilhéus;2021;20214;Vermelho;144,1728
5ª RF;510353;IRF - Ilhéus;2022;20221;Verde;15,3323
5ª RF;510353;IRF - Ilhéus;2022;20222;Verde;6,5755
5ª RF;510353;IRF - Ilhéus;2023;20231;Verde;6,4836
5ª RF;510353;IRF - Ilhéus;2023;20231;Amarelo;64,548
5ª RF;510353;IRF - Ilhéus;2023;20231;Vermelho;150,4275
5ª RF;510353;IRF - Ilhéus;2023;20232;Verde;11,479
5ª RF;510551;IRF - Porto Seguro;2018;20184;Verde;72,0042
5ª RF;510551;IRF - Porto Seguro;2019;20191;Verde;21,9506
5ª RF;510551;IRF - Porto Seguro;2019;20191;Amarelo;174,6714
5ª RF;510551;IRF - Porto Seguro;2019;20192;Verde;3,7697
5ª RF;510551;IRF - Porto Seguro;2019;20193;Verde;14,0622
5ª RF;510552;IRF - Ilhéus;2015;20151;Verde;11,7405
5ª RF;510552;IRF - Ilhéus;2015;20151;Amarelo;101,44
5ª RF;510552;IRF - Ilhéus;2015;20151;Vermelho;115,0588
5ª RF;510552;IRF - Ilhéus;2015;20152;Verde;42,0013
5ª RF;510552;IRF - Ilhéus;2015;20152;Amarelo;140,1606
5ª RF;510552;IRF - Ilhéus;2015;20152;Vermelho;214,1625
5ª RF;510552;IRF - Ilhéus;2015;20154;Verde;17,8236
5ª RF;510552;IRF - Ilhéus;2015;20154;Amarelo;150,3994
5ª RF;510552;IRF - Ilhéus;2016;20161;Verde;25,5581
5ª RF;510552;IRF - Ilhéus;2016;20162;Verde;4,4794
5ª RF;510552;IRF - Ilhéus;2016;20163;Verde;33,9644
5ª RF;510552;IRF - Ilhéus;2016;20164;Verde;16,7587
